"doctor","num_visit"
"Michelle Dennis","1"
"Austin Neal","1"
"Susan Roy","1"
"Amber Harmon","1"
"Lauren Reid","1"
"Tiffany Carrillo","1"
"Rhonda Daniels","1"
"Reginald Martinez","1"
"Laura Odonnell","1"
"Sharon Griffin","1"
"Tiffany Cabrera","1"
"Kim Sanchez","1"
"Jonathan Mayer","1"
"Edward Yates","1"
"Paul Erickson","1"
"Jacqueline Knight","1"
"Barbara Perez","1"
"Thomas Gordon","1"
"Jacob Robinson DVM","1"
"Sierra Rodgers","1"
"Vicki Wilson","1"
"Carla Torres","1"
"Candice Underwood","1"
"Briana Hall","1"
"Cassandra Brooks","1"
"Jeffrey Baker","1"
"Jason Myers","1"
"Julia Daniels","1"
"Tommy Foster","1"
"Rodney Hill","1"
"Joshua Hawkins","1"
"Christina Griffith","1"
"Craig French","1"
"Adam Richard","1"
"Rodney Griffin","1"
"Troy Taylor","1"
"Melissa Sloan","1"
"Scott Hudson","1"
"Matthew Dean","1"
"Carlos Jennings","1"
"Robert Waller","1"
"William Farmer","1"
"Angelica Stewart","1"
"Mark Hartman Jr.","1"
"Tina Ramirez","1"
"Tyler Garner","1"
"Betty Williams","1"
"Darin Jacobs","1"
"Rebecca Harper","1"
"Audrey Gonzalez","1"
"Adam Freeman","1"
"Brenda Jackson","1"
"Amanda Valenzuela","1"
"Meredith Brown","1"
"Frank Salazar","1"
"Rachel Butler","1"
"Danielle Fowler","1"
"Scott Osborne","1"
"Nicole Jacobs","1"
"Scott Johnson MD","1"
"Joshua Morrison","1"
"Isaac Lowe","1"
"Shelia Kim","1"
"Joshua Page","1"
"Patrick Ramos","1"
"Michael Savage","1"
"Justin Walters","1"
"Roger Morgan","1"
"Brandi Daniel","1"
"Aaron Price","1"
"Jennifer Paul","1"
"Brittany Parsons","1"
"Mikayla Wyatt","1"
"Shelley Ramirez","1"
"Jose Barry","1"
"Brian Frederick","1"
"Taylor Norman","1"
"Kristen Rosales","1"
"Brian Pace","1"
"Erik Lambert DVM","1"
"Thomas Nguyen","1"
"Kevin Watts","1"
"Robert Zavala","1"
"Kathy Tucker","1"
"Tracy Charles","1"
"Tracey Moore","1"
"Ashley Hunter","1"
"Terrence Garcia","1"
"Christian Alexander","1"
"Austin Wagner","1"
"Heather Tate","1"
"Shawn Price","1"
"Christy Doyle","1"
"Melissa Andrews","1"
"Brad Payne","1"
"Sharon Rivers","1"
"Kristen Aguirre","1"
"Madison Cordova","1"
"Gary Evans","1"
"Frank Wang","1"
"Sharon Hawkins","1"
"Meghan Mcdonald","1"
"Chelsea Perez","1"
"Bradley Barnes","1"
"Cheryl Shah","1"
"Dennis Holt","1"
"Ashley Kennedy","1"
"Jennifer Manning","1"
"Anne Alvarado","1"
"Crystal Levy","1"
"Carrie Harmon","1"
"Mary Stevens DDS","1"
"Emily Gross","1"
"Frances Lane","1"
"Shawn Carroll","1"
"Tanya Harrell","1"
"Brooke Peterson","1"
"Sarah Gregory","1"
"Stephanie Singh","1"
"Michelle Durham","1"
"David Park","1"
"Stacey Mendez","1"
"Mark Hogan","1"
"Melanie Rhodes","1"
"Casey Pham","1"
"Loretta Guzman","1"
"Kathryn Andrade","1"
"Jamie Acosta","1"
"Janice Patterson","1"
"Shawn Rojas","1"
"Lacey Nelson","1"
"Darrell Riley","1"
"Earl Johnson","1"
"Thomas Austin","1"
"Allison Warren","1"
"Anthony Morse","1"
"Catherine Grimes","1"
"James Winters","1"
"Monica Bennett","1"
"Teresa Mills","1"
"Erin Andrade DVM","1"
"Patricia Pacheco","1"
"Steven Vasquez","1"
"Dustin Frazier","1"
"Jacob Farrell","1"
"Scott Bailey","1"
"Helen Rowe","1"
"Shawn Vincent","1"
"Gregory Cole","1"
"Christine Arnold","1"
"Nicholas Pratt","1"
"Joel Cannon","1"
"Connor Hooper","1"
"Christian Wilson","1"
"Erika Gregory","1"
"Andrew Lawson","1"
"Theresa Hebert","1"
"Jennifer Stevens","1"
"Heather Valencia","1"
"David Schroeder","1"
"Michael Chaney","1"
"Jack Jones","1"
"Michelle Mendoza","1"
"Alicia Everett","1"
"John Preston","1"
"Sergio Pena","1"
"Mr. Michael Lopez III","1"
"Danny Oliver","1"
"Nicole Price","1"
"Ethan Lyons","1"
"Roy Kelly","1"
"Eric Snow","1"
"Tyler Tucker","1"
"Kayla Wood","1"
"Wendy Shields","1"
"Stephanie Farley","1"
"Shannon Turner","1"
"Jasmine Charles","1"
"Carla Chavez","1"
"Kevin Mcclain","1"
"Andrew Harrington","1"
"Penny Morgan","1"
"Victoria Hayes","1"
"Amber Lopez","1"
"Patricia Christensen","1"
"Stacy Boone","1"
"Maria Avila","1"
"Tommy Ayers","1"
"Michelle Price","1"
"Jill Green","1"
"Roger Watkins","1"
"Tiffany Jennings","1"
"Alexis Thomas","1"
"James Soto","1"
"Mr. Taylor Garcia MD","1"
"Mrs. April Stevens DDS","1"
"Shannon Medina","1"
"Matthew Scott","1"
"Janet Michael","1"
"Kenneth Baker","1"
"Lisa Hicks","1"
"Carrie Stewart","1"
"Jose Acosta","1"
"Virginia Savage","1"
"George Giles","1"
"Benjamin Garcia","1"
"Derrick Mitchell DVM","1"
"Jacob Fowler","1"
"Janet Gomez","1"
"Christian Buckley","1"
"Harry Hall","1"
"Rita King","1"
"Brittany Terry","1"
"Trevor Pacheco","1"
"Victoria Christensen","1"
"Sandra Jones","1"
"Sean Rivera","1"
"Tyler Smith DVM","1"
"Patrick Torres","1"
"Jacob Mata","1"
"Kim Castillo","1"
"Mrs. Janet Butler","1"
"Brian Carter","1"
"Toni Harris","1"
"Audrey Becker","1"
"Dr. Rebecca Koch","1"
"William Brewer","1"
"Beverly Porter","1"
"Austin Ross","1"
"Ricardo Davis","1"
"Maria Luna","1"
"Eileen Thomas","1"
"Claudia Hansen","1"
"Debra Fletcher","1"
"Karina Hampton","1"
"Jennifer Acosta","1"
"Theresa White","1"
"Elijah Dunn","1"
"Victor Welch","1"
"Kristy Jones","1"
"Cindy Carter","1"
"Melissa Savage","1"
"Hector Petty","1"
"Jason Cherry","1"
"Michael Allison","1"
"Jeremy Whitney","1"
"Amy Owens","1"
"Patricia Larsen","1"
"Francisco Myers","1"
"James Vargas","1"
"Logan Powell","1"
"Tommy Taylor","1"
"Luke Lewis","1"
"Ann Preston","1"
"Francis Davis","1"
"Brian Roberts","1"
"Anthony Harrison","1"
"Juan Myers","1"
"Kara Beasley","1"
"Amanda Fisher","1"
"Christopher Mcfarland","1"
"Vanessa Hoover","1"
"Marc Reid","1"
"Holly Parker","1"
"Aaron Moody","1"
"Katrina Fleming","1"
"Derek Hart","1"
"Pamela Gardner","1"
"Natasha Myers","1"
"Mr. Tanner Harrison","1"
"Trevor Mcclain","1"
"Samantha Ford","1"
"Madison Fernandez","1"
"Brittney Gonzalez","1"
"Paula Oneal","1"
"Dana Mccoy","1"
"Kristina Gray","1"
"Sarah Page","1"
"Cheryl Cantrell DDS","1"
"Mitchell Marshall","1"
"Kristen Bautista","1"
"Leslie Harrell","1"
"Amanda Barton","1"
"Kristie Velasquez","1"
"Mr. William Blake Jr.","1"
"Timothy Long","1"
"Andrew Frazier","1"
"Jacqueline Cox","1"
"April Alexander","1"
"Brandy Barnes","1"
"Andrea Robinson","1"
"Shane Morales","1"
"James Lane","1"
"Alyssa Walton","1"
"Dr. Michael Reid Jr.","1"
"Daniel Short","1"
"Erica Evans","1"
"David Winters","1"
"Mary Whitehead","1"
"Brandi Garcia","1"
"Theresa Turner","1"
"Rebecca Anderson","1"
"Donald Richards","1"
"Keith Arnold","1"
"Adam Schneider","1"
"Mary Archer","1"
"Charlotte Rogers","1"
"Brittney Taylor","1"
"Sally James","1"
"Theresa Liu","1"
"Travis Guerrero","1"
"Catherine Moore","1"
"Sarah Austin","1"
"Chad Lane","1"
"Benjamin Moyer","1"
"Emily Martin DDS","1"
"Rachel Moody","1"
"Chelsea Price","1"
"Catherine Knox","1"
"Heidi Garrison","1"
"Vanessa Lozano","1"
"Richard Hart","1"
"Ashley Castaneda","1"
"David Hodge","1"
"Rebecca Torres","1"
"Joshua Perez","1"
"Whitney Phillips","1"
"Pamela Guerra","1"
"Ronald Frazier","1"
"William Brock","1"
"Steven Gross","1"
"Gina Leon","1"
"Evelyn Harris","1"
"Adrienne Jones","1"
"Christina White","1"
"Kevin Little","1"
"Kristin Lynch","1"
"Daniel Guerrero","1"
"Benjamin Mcintosh","1"
"Ricky Mccormick","1"
"Jesse Allison","1"
"Ricky Davis","1"
"Laura Beck","1"
"Steven Barnett","1"
"Susan Elliott","1"
"Marcus May","1"
"Caitlin Higgins","1"
"Andrea Craig","1"
"Gloria Kramer","1"
"Isabel Green","1"
"Steve Mcdaniel","1"
"Nathaniel Baker","1"
"Melanie Figueroa","1"
"George Jacobs","1"
"Kristy Taylor","1"
"Mary Arias","1"
"Jared Ramirez","1"
"Jeffrey Haynes","1"
"Lisa Hill","1"
"Cody Gentry","1"
"Allen Estes","1"
"Nina Stephens","1"
"Mary Ball","1"
"Andrea Atkins","1"
"Evan Stokes","1"
"Barbara Chambers","1"
"Samuel Meza","1"
"Karen Marshall","1"
"Jennifer Le","1"
"Oscar Riggs","1"
"Olivia Nichols","1"
"Nicholas Mcintyre","1"
"Courtney Patrick","1"
"Christine Ryan","1"
"Scott Chavez","1"
"Amanda Carroll","1"
"Jesse Simpson","1"
"Angel Murphy","1"
"Laura Powers","1"
"Cynthia Rose","1"
"Molly Church","1"
"Stephanie Larson","1"
"Roberto Curtis","1"
"Nancy Montgomery","1"
"Shelby Dickerson","1"
"Felicia Brown","1"
"Emily Foley","1"
"Annette Martinez","1"
"Tina Perry","1"
"Lisa Goodwin","1"
"Lindsey Dennis","1"
"Lisa Palmer","1"
"Kim James","1"
"Susan Whitney","1"
"James Jensen","1"
"Ryan Beck","1"
"Brian Castro","1"
"Joyce West","1"
"Barbara Mcbride","1"
"Dr. Joseph Mitchell","1"
"Jeffrey Riggs","1"
"Tonya Stevens DDS","1"
"Danny Patel","1"
"Catherine Peters","1"
"Jack Bell","1"
"Donald Shaw","1"
"Arthur Jones","1"
"Erica Gallagher","1"
"Douglas Douglas","1"
"Susan Castillo","1"
"Amanda White DVM","1"
"Abigail Garza","1"
"Christopher Marshall","1"
"Brenda Castro","1"
"Matthew Reynolds MD","1"
"Jeffrey Copeland","1"
"Theresa Phillips","1"
"Lori Johnson","1"
"Christina Palmer","1"
"Jeremy Crawford","1"
"Kevin Graham","1"
"Ronald Marquez","1"
"Mr. Spencer Ruiz","1"
"Mario Hart","1"
"Amanda Wolfe","1"
"John Kelley","1"
"Andrea Howell","1"
"Richard Roth","1"
"Mr. Tyler Martinez","1"
"Deborah Odonnell","1"
"Marc Fisher","1"
"Paul Gonzalez","1"
"Alyssa Johnson MD","1"
"Jessica Harper","1"
"Frank Dougherty Jr.","1"
"Brandon Hooper","1"
"Jennifer Morgan","1"
"Rodney Jones","1"
"Bailey Best","1"
"Shannon Richardson","1"
"Yvette Moore","1"
"Julia Berger","1"
"Susan Powers","1"
"James Leonard","1"
"Diane Cabrera","1"
"Victoria Mcclain","1"
"Amber Henry","1"
"Donald Guerrero","1"
"Bob Vega","1"
"Teresa Martin","1"
"Charles Mack","1"
"Erin Mcpherson","1"
"Anthony Ward","1"
"Brenda Harris","1"
"Adam Patel","1"
"Timothy Richardson","1"
"Samantha Reese","1"
"Michael Dominguez","1"
"Jimmy Hill","1"
"Thomas Mcknight","1"
"William Morris","1"
"Catherine Gregory","1"
"William Barron","1"
"Daniel Huang","1"
"Karen Dougherty","1"
"Daniel Howe","1"
"Gloria Johnson","1"
"Brenda Cummings","1"
"Cynthia Mayo","1"
"William Thomas DDS","1"
"John Curry","1"
"Linda Henry","1"
"Samuel Hurst","1"
"Brandon Hancock","1"
"Douglas Morris","1"
"Joseph Flowers","1"
"Tonya Potter","1"
"Kirsten Nunez","1"
"Joshua Spencer","1"
"Katie Pittman","1"
"Mathew Jefferson","1"
"Eric Kramer","1"
"Melissa Norris","1"
"Amber Hayes","1"
"Shannon Mata","1"
"Gilbert Boyer","1"
"Linda Weber","1"
"Dennis Reed","1"
"Marilyn Simpson","1"
"Keith Allen","1"
"Shirley Salas","1"
"Douglas Nelson","1"
"Kayla Dillon","1"
"Eric Meyers","1"
"Matthew Mayo","1"
"Christina Bell","1"
"Julie Adams","1"
"Andrea Hughes","1"
"Dennis Le","1"
"Danielle Williams","1"
"Vanessa Jackson PhD","1"
"Dr. Kaylee Waters MD","1"
"Christian Yu","1"
"Cody Santos","1"
"Paula Keith","1"
"Diane Contreras","1"
"Andrea Mills","1"
"Jeffrey Kelly","1"
"Whitney Hawkins","1"
"Robin Taylor","1"
"Nathaniel Hall","1"
"Troy Pierce","1"
"Tonya Chavez","1"
"Dustin Richards","1"
"Martha Graham","1"
"Isabella Rodriguez","1"
"Joshua Patel","1"
"Lindsey Ruiz","1"
"Sarah Reilly","1"
"Vanessa Hawkins","1"
"Matthew Wallace","1"
"Richard Price","1"
"Dylan Waller","1"
"Aaron Burch","1"
"Margaret Oneal","1"
"Donald Sherman","1"
"Mark Wheeler","1"
"Brett Snyder","1"
"Julian Palmer","1"
"Cynthia Wilson","1"
"Amanda Buck","1"
"Brandi Elliott","1"
"Carolyn Ashley","1"
"Jonathan Zuniga MD","1"
"Brett Sanders","1"
"Catherine Bautista","1"
"Mckenzie Vega","1"
"Denise Warner","1"
"Robert Woodard","1"
"Andrea Chambers","1"
"Robert Kaiser","1"
"Steven Young","1"
"Betty Boyd","1"
"Johnny Parks","1"
"Jordan Mckinney","1"
"Paul Pena","1"
"Dawn Watson","1"
"John Kaiser","1"
"Emily Torres","1"
"Austin Schwartz","1"
"Jeffery Munoz","1"
"Donald Maynard","1"
"Erin Guerra","1"
"Chloe Meyer","1"
"Michelle Mccormick","1"
"Nicholas Wolf","1"
"Deborah Reed","1"
"Mrs. Cheyenne Marshall","1"
"Cassandra Patton","1"
"Johnny White","1"
"Christy Smith","1"
"Jodi Sanchez","1"
"Margaret Garcia","1"
"Nicholas Wilkinson","1"
"Terri Klein","1"
"Nathan Payne","1"
"Dustin Rogers","1"
"Andrew Monroe","1"
"Dr. Kerry Cobb","1"
"Malik Gordon","1"
"Anita Tate","1"
"Edward Wall","1"
"Tonya Cobb","1"
"Nancy Hobbs","1"
"Bianca Scott","1"
"Nancy Castro","1"
"Michael Murray","1"
"Mark Parker","1"
"Richard Holland","1"
"Regina Taylor","1"
"Timothy Shaw","1"
"Grace Bennett","1"
"Angela Roy","1"
"Melissa Mclean","1"
"Katherine Sanchez","1"
"Christy Cochran","1"
"Rachel Duran","1"
"Suzanne Phillips","1"
"Sylvia Mitchell","1"
"Dana Price","1"
"Annette Holt","1"
"Gabriel Wilson","1"
"Annette Garcia","1"
"Rodney Rice","1"
"Daniel Howell","1"
"Cheryl Murphy","1"
"Diana Harmon","1"
"Mark Chen","1"
"Jennifer Butler","1"
"Amanda Norris","1"
"Whitney Oconnor","1"
"Justin Young","1"
"Barbara Lara","1"
"Benjamin Hampton","1"
"Ashley Camacho","1"
"Zachary Scott","1"
"Caroline Bush","1"
"Frank Duke","1"
"Daniel Stewart","1"
"Tammy Orozco","1"
"Shannon Aguilar","1"
"Michael Zimmerman","1"
"David Cruz","1"
"Cassandra Coleman","1"
"Amber Green","1"
"Bradley Kelly","1"
"John Munoz","1"
"Mr. Daniel Brown","1"
"Sylvia Bell","1"
"Monica Dunn","1"
"David Nichols","1"
"Mr. Joseph Rodriguez","1"
"Linda Jones","1"
"Taylor Gregory","1"
"Valerie Mason","1"
"Jill Nelson","1"
"Lisa Duffy","1"
"Amanda Bryan","1"
"Lisa Holmes","1"
"Rebekah Prince","1"
"Alexandria Monroe","1"
"Richard Nunez","1"
"Emily Morales","1"
"Alan Little","1"
"Victor Schroeder","1"
"Allison Montgomery","1"
"Ricky Morton","1"
"Cheryl Randall","1"
"Michael Poole","1"
"Christopher Douglas","1"
"Lauren Cantrell","1"
"William Ward","1"
"Brendan Miranda","1"
"Jonathan Adams","1"
"Jodi Brown","1"
"William Padilla","1"
"Mr. Edwin Lewis","1"
"Kyle Anderson DDS","1"
"Rhonda Jones","1"
"Ms. Tonya Ochoa PhD","1"
"Misty Spencer","1"
"Emily Cox","1"
"Walter Erickson","1"
"Tracy Rose","1"
"Stephanie Arroyo","1"
"Adam Lane","1"
"Jeff Barker","1"
"John Harrison","1"
"Anna Cruz","1"
"Molly Lewis","1"
"Timothy Choi","1"
"Mitchell Kerr","1"
"Allison Lewis","1"
"Mary Cordova","1"
"Alisha Williamson","1"
"Ryan Stark","1"
"Natalie Lambert","1"
"Andrew Terry","1"
"Brenda Turner","1"
"Mark Cuevas","1"
"Terri Cole","1"
"Tracy Mack","1"
"Zachary Woods","1"
"Eric Wang","1"
"Dominique Nguyen","1"
"Samuel Mueller","1"
"Dawn Warner","1"
"Jose Page","1"
"Rhonda Wilson","1"
"Pamela Dawson","1"
"Scott Montgomery","1"
"Carol Hogan","1"
"Rita Arias","1"
"Carrie Silva","1"
"Jennifer Vincent","1"
"Kristie Morgan","1"
"Gregory Lynch","1"
"Matthew Flynn","1"
"Sara Campbell","1"
"Melissa Malone","1"
"Dawn Fernandez","1"
"Steven Landry","1"
"Melissa Wells","1"
"Nathan Ho","1"
"Lori White","1"
"Casey Olson","1"
"Danielle Mcfarland","1"
"Miranda Cook","1"
"Ashley Davis","1"
"Bruce Keller","1"
"Carrie Stokes","1"
"Laurie Morgan","1"
"Jessica Contreras","1"
"Samuel Kerr","1"
"Harold Spencer","1"
"Melissa Morris","1"
"Pamela Odom","1"
"Brandon Mckay","1"
"Craig Bennett","1"
"Amber Ibarra","1"
"Beverly Thomas","1"
"Jason Jordan","1"
"Russell Payne","1"
"Maria Wheeler","1"
"Walter Long","1"
"Tina Salazar","1"
"Danny Spence","1"
"Brandi Sandoval","1"
"Vickie Stanley","1"
"Danielle Fischer","1"
"Adrian Olsen","1"
"Angela Randall","1"
"Lawrence Mahoney","1"
"Tyler Cochran","1"
"Monica Wilson","1"
"Isabel Craig","1"
"Joseph Williams Jr.","1"
"Stephanie Hood","1"
"Jacqueline Hill","1"
"Kenneth Kaufman","1"
"Robert Harris DDS","1"
"Benjamin Skinner","1"
"Karla Pena","1"
"Tanya Conrad","1"
"Jerry Rodgers","1"
"Dawn Lawson","1"
"Kylie Taylor","1"
"John Lowery","1"
"Grace Robinson","1"
"Dr. Gina Horton","1"
"Christopher Dawson","1"
"Corey Sanchez","1"
"Bonnie Cook","1"
"Chad Horton","1"
"Sarah Sullivan","1"
"Jessica Rosario","1"
"Ernest Harrington","1"
"Kristin Frazier","1"
"Joshua Poole","1"
"William Burch","1"
"Cody Best","1"
"Jenny Lee","1"
"Shelley Aguirre","1"
"Sonya Steele","1"
"Evan Curry","1"
"Crystal Ball","1"
"Tamara Miller","1"
"Breanna Woods","1"
"Danielle Harrison","1"
"Mr. Jason Long DVM","1"
"Barbara Ward","1"
"Lucas Martinez","1"
"Joanna Randall","1"
"Katie Mcconnell","1"
"Katelyn Lawrence","1"
"Carrie Hayes","1"
"Richard Vincent","1"
"Keith Maddox","1"
"Dylan Robertson","1"
"Walter Martin MD","1"
"Danielle Camacho","1"
"Sandra James","1"
"Thomas Richardson","1"
"Sandra Torres","1"
"Robert Montoya","1"
"Virginia Mcmillan","1"
"Julian Smith","1"
"Terry Morris","1"
"Kathleen Hill","1"
"Abigail Beck","1"
"Denise Olson","1"
"Denise Schmitt","1"
"Susan Haney","1"
"Devin Tyler","1"
"Charles Bruce","1"
"Mary Walker","1"
"Kari Smith","1"
"Leslie Moore","1"
"Ashley Moon","1"
"Kellie Bush","1"
"Danielle Guerrero","1"
"Jared Harris","1"
"Veronica Reyes","1"
"Madison Carpenter","1"
"Colleen Burns","1"
"Christopher Barker","1"
"Terry Murphy","1"
"Judith Thomas","1"
"Zachary Gonzales","1"
"Nancy Cole","1"
"Kristen Dudley","1"
"Shannon Cherry","1"
"Haley Casey","1"
"Dwayne Ramirez","1"
"Robert Carson","1"
"Mrs. Ashley Patterson DDS","1"
"Anne Thomas","1"
"Joseph Willis Jr.","1"
"Jeff Moore","1"
"Laura Best","1"
"Jean Barker","1"
"Justin Love","1"
"Mark Shepard","1"
"Casey Wilson","1"
"Andrew Cox","1"
"Lisa Shelton","1"
"Mark Holland","1"
"Christopher Boone","1"
"Debra Leblanc","1"
"Mark Gallagher","1"
"Marcus Schaefer","1"
"Albert Gordon","1"
"Mark Diaz","1"
"Jacob Burke","1"
"Troy Leonard","1"
"Heather Spears","1"
"Ryan Osborne","1"
"Stephanie Cruz","1"
"Dr. Angela Hall","1"
"Dawn Hawkins","1"
"Marissa Palmer","1"
"Michael Brooks","1"
"Jay Perez","1"
"Mary Morrison","1"
"Nicholas Gordon","1"
"Melissa Munoz","1"
"Brittany Weiss","1"
"Jennifer Odonnell","1"
"John Long","1"
"Ashley Malone","1"
"Kristine Knight","1"
"Thomas Santiago","1"
"Charles Jordan","1"
"Donald Todd","1"
"Curtis Hopkins","1"
"Kayla Christian MD","1"
"Yvonne Miller","1"
"Dylan Patton","1"
"Philip Anderson","1"
"Justin Shelton","1"
"David Hood","1"
"Thomas Cross","1"
"Miss Tammy Robinson MD","1"
"Kara Pearson","1"
"Michelle Hansen","1"
"Alexandria Hicks","1"
"Rebekah Hill","1"
"Jose Mcdonald","1"
"Mark Rodgers","1"
"Amber Oliver","1"
"Hunter Strong","1"
"Amanda Burgess","1"
"Olivia Schaefer","1"
"Eric Obrien","1"
"Alyssa Woods","1"
"Jeremy Christian","1"
"Fernando Smith","1"
"Jeanette Payne","1"
"Ian Cox","1"
"Kelly Jordan","1"
"John Sheppard","1"
"Paul Nash III","1"
"Sonya Castillo","1"
"Kyle Patterson","1"
"Mason Moore","1"
"Laurie Mckenzie","1"
"Kayla Romero","1"
"Hector Spencer","1"
"Bruce Cunningham","1"
"Elizabeth Bautista","1"
"Krista Rollins","1"
"Jesse Holland","1"
"Eduardo Mueller","1"
"Susan Dixon","1"
"Mr. Richard Stanley","1"
"Christopher Weber","1"
"Susan Chang","1"
"Joshua Mcclain","1"
"Charles Beasley","1"
"Stacy Gonzalez","1"
"Meghan Lin","1"
"Jessica Lindsey","1"
"Luis Castillo","1"
"Joshua Lee","1"
"Debra Lopez","1"
"Wendy Smith","1"
"John Wheeler PhD","1"
"Andrew Henderson","1"
"Mark Stout","1"
"Emily Bradley","1"
"Thomas Morris","1"
"Donna Sanders","1"
"Mark Walker","1"
"Christopher Becker","1"
"Rachel Orr","1"
"Eileen Davis","1"
"Gina Schmidt","1"
"Brent Oliver","1"
"Cody Galvan","1"
"Lawrence Thomas","1"
"Jeffrey Vargas","1"
"Natasha Sutton","1"
"Jeffrey Hopkins","1"
"Jessica Carroll","1"
"Samuel Mcdonald","1"
"Rose Higgins","1"
"Katelyn Cross","1"
"Kyle Shea","1"
"Noah Valdez","1"
"Timothy Sosa","1"
"Brenda Burke","1"
"Tricia Wong","1"
"Jacqueline Nelson","1"
"Tracey Perez","1"
"Kenneth Sanders","1"
"Isaac Huber","1"
"Omar Cruz","1"
"Gloria Young","1"
"Ryan Schneider","1"
"Kevin Burke","1"
"Joseph Powell","1"
"Sarah Barr","1"
"Lucas Montgomery","1"
"James Preston","1"
"Summer Gonzalez","1"
"Angel Lewis","1"
"Elizabeth Kane","1"
"Michelle Schwartz","1"
"Randy Livingston","1"
"Gary Richardson","1"
"Stacy Green","1"
"Clinton Hernandez","1"
"Jennifer Simpson","1"
"Deborah Cantu","1"
"Melissa Lawrence","1"
"Mr. John Pearson DDS","1"
"Kathleen Norton","1"
"Carolyn Barrett","1"
"Cheryl Williams","1"
"Brandon Rogers","1"
"Bradley Richardson","1"
"Norma Cole","1"
"Deanna Castro","1"
"Crystal Barnett","1"
"Valerie Lynch","1"
"Karen Collier","1"
"Paige Tucker","1"
"Chloe Smith","1"
"Stephanie Malone","1"
"Mark Davenport","1"
"Daniel Gamble","1"
"Dr. David Collins","1"
"Patrick Love","1"
"Corey Yoder","1"
"Erin Ferrell","1"
"Melissa Hunt","1"
"Mallory Moreno","1"
"Christopher Moody","1"
"Nathan Wolfe","1"
"David Mann","1"
"Carlos Carlson","1"
"Vanessa Rogers","1"
"Jennifer Snyder","1"
"Jake Thompson","1"
"Anthony Taylor PhD","1"
"Tom Sanders","1"
"Richard Hebert","1"
"Amber Snyder","1"
"Stacy Jackson","1"
"Nicole Logan","1"
"Jasmine Walker","1"
"Shannon Romero","1"
"Chad Obrien","1"
"Amber Wells","1"
"Gregory Avila","1"
"Justin Lester","1"
"Howard Andrews","1"
"Nicholas Brewer","1"
"Jamie Cannon","1"
"Melissa Meza","1"
"Bridget Coleman","1"
"Amy Shelton","1"
"Stacy Meza","1"
"Jason Mccoy","1"
"Dawn Patrick","1"
"Jerry Hardy","1"
"Barbara Rogers","1"
"Sherry Maxwell","1"
"Willie Stokes","1"
"Ashley Walker","1"
"Parker Howard","1"
"Megan Ochoa","1"
"Sheryl Reed","1"
"Brian Cowan","1"
"Bryan Marsh","1"
"David Spears","1"
"Colleen Ward","1"
"Eric Suarez","1"
"Barbara Parker","1"
"Carl Hernandez","1"
"Greg Mitchell","1"
"Anthony Kelley","1"
"Joy Berry","1"
"Jason Ortega","1"
"Kimberly Hampton","1"
"Terry Johnson","1"
"Courtney Hall","1"
"Maria Dean","1"
"Laurie Morris","1"
"Lauren Klein","1"
"Katrina Ortiz","1"
"John Nash","1"
"Jeremy Martinez","1"
"Steven Jackson","1"
"Omar Montgomery","1"
"Michael Mccoy","1"
"Cassandra Lewis","1"
"Warren Ramirez","1"
"Hannah Miles","1"
"Joshua Sanders","1"
"Denise Thompson","1"
"Teresa Roman","1"
"Harry Cooper","1"
"Heidi Franklin","1"
"Leslie Mckee","1"
"Jeffrey Walsh","1"
"Catherine Carr","1"
"Lisa Porter","1"
"Scott Arias","1"
"Samantha Washington","1"
"Charles Keller","1"
"Bobby Richard","1"
"Brittany Pratt","1"
"Natasha Perez","1"
"Mr. Steven Schwartz","1"
"Tyler Osborne","1"
"Maria Abbott","1"
"Steven Mitchell","1"
"Tyrone Obrien","1"
"Andre Hall","1"
"Nicholas Curtis","1"
"Tiffany Gutierrez PhD","1"
"Julie Moreno","1"
"James Ochoa","1"
"John Pearson","1"
"Tony Hernandez","1"
"Lori Andrews","1"
"Christina Burton","1"
"Melissa Rasmussen","1"
"Andrew Holmes","1"
"Julie Petersen","1"
"Alisha Mendoza","1"
"Katherine Sellers","1"
"Ashley Hopkins","1"
"Mitchell Scott","1"
"Shawn Curry","1"
"Daniel Fritz","1"
"Darrell Ray","1"
"Paula Hood","1"
"Betty Dominguez","1"
"Anna Wright","1"
"Katherine Guerra","1"
"David Ortiz","1"
"Devin Potts","1"
"Wendy Maldonado","1"
"Teresa Robinson","1"
"Brandi Wells","1"
"Timothy Allison","1"
"Manuel Brown","1"
"Edward Juarez","1"
"Heather Scott","1"
"Eric Wagner","1"
"Haley Johnson","1"
"Carla Martin","1"
"Shane Edwards","1"
"Deborah Shannon","1"
"Kristin King","1"
"Shannon Thompson","1"
"Jeffrey Chavez","1"
"Tina Dominguez","1"
"Mark Caldwell","1"
"Rachel Hebert","1"
"Sonya Costa","1"
"Elizabeth Murphy","1"
"Michele Smith","1"
"Christina Nguyen","1"
"Lisa Clark DDS","1"
"Kirk Olson","1"
"Emily Snyder","1"
"Haley Perez","1"
"Brandon Krause","1"
"Kevin Contreras","1"
"Lisa Webb","1"
"Brenda Mullen","1"
"Shari Rodriguez MD","1"
"Angela Sanders","1"
"Todd Wagner","1"
"Nicholas Hamilton","1"
"Kayla Jones","1"
"Joseph Parker","1"
"Mr. Carlos Haley","1"
"Mrs. Christina Morris DVM","1"
"Miranda Russell","1"
